generated_utc,scope,portfolio,scenario_id,scenario_kind,sample_total,sample_full_from_entry,sample_partial,average_actual_comparable_pnl_eur,average_shadow_comparable_pnl_eur,average_delta_vs_actual_eur,median_delta_vs_actual_eur,total_delta_vs_actual_eur,improved_count,worsened_count,equal_count,improved_pct,shadow_win_rate_pct,actual_win_rate_pct,shadow_profit_factor,shadow_expectancy_eur,earlier_better_count,too_early_count,later_better_count,too_late_count,same_time_better_count,same_time_worse_count,ambiguous_count,data_stage
2026-07-27T01:08:47+00:00,PORTFOLIO,EVO_CAND_SHADOW_1H_FAST_V3_CAP75_V1_TP_R200_86882aa9,ATR10_R050,ATR_TRAIL,10,10,0,14.862604458617303,5.059683705611523,-9.802920753005782,0.39676530076902095,-98.02920753005783,5,4,1,50.0,50.0,60.0,1.8860997683337153,5.059683705611523,5,3,0,1,0,0,0,PRELIMINARY_SAMPLE
2026-07-27T01:08:47+00:00,PORTFOLIO,EVO_CAND_SHADOW_1H_FAST_V3_CAP75_V1_TP_R200_86882aa9,ATR15_R050,ATR_TRAIL,10,10,0,14.862604458617303,-1.0470829757175228,-15.909687434334828,-1.6551557564347754,-159.09687434334828,3,6,1,30.0,40.0,60.0,0.8226534687507481,-1.0470829757175228,3,3,0,3,0,0,0,PRELIMINARY_SAMPLE
2026-07-27T01:08:47+00:00,PORTFOLIO,EVO_CAND_SHADOW_1H_FAST_V3_CAP75_V1_TP_R200_86882aa9,ATR15_R100,ATR_TRAIL,10,10,0,14.862604458617303,16.808982254555673,1.9463777959383677,-0.1064346674958529,19.463777959383677,3,5,2,30.0,60.0,60.0,3.912488150251201,16.808982254555673,2,1,1,4,0,0,0,PRELIMINARY_SAMPLE
2026-07-27T01:08:47+00:00,PORTFOLIO,EVO_CAND_SHADOW_1H_FAST_V3_CAP75_V1_TP_R200_86882aa9,ATR20_R050,ATR_TRAIL,8,8,0,3.213968065980908,-7.490588047088074,-10.704556113068982,-0.5121415303276132,-85.63644890455186,3,4,1,37.5,0.0,50.0,0.0,-7.490588047088074,3,2,0,2,0,0,0,COLLECTING
2026-07-27T01:08:47+00:00,PORTFOLIO,EVO_CAND_SHADOW_1H_FAST_V3_CAP75_V1_TP_R200_86882aa9,ATR20_R100,ATR_TRAIL,8,8,0,3.213968065980908,12.229820922828,9.015852856847093,0.0,72.12682285477675,3,3,2,37.5,25.0,50.0,2.6696985797649138,12.229820922828,2,0,1,3,0,0,0,COLLECTING
2026-07-27T01:08:47+00:00,PORTFOLIO,EVO_CAND_SHADOW_1H_FAST_V3_CAP75_V1_TP_R200_86882aa9,ATR30_R100,ATR_TRAIL,7,7,0,3.535932130617485,7.9662134980931665,4.430281367475682,0.0,31.01196957232977,3,2,2,42.857142857142854,14.285714285714285,42.857142857142854,1.9516515831938437,7.9662134980931665,2,0,1,2,0,0,0,COLLECTING
2026-07-27T01:08:47+00:00,PORTFOLIO,EVO_CAND_SHADOW_1H_FAST_V3_CAP75_V1_TP_R200_86882aa9,BE_A020,BREAKEVEN,8,8,0,3.213968065980908,-1.3022758306404145,-4.516243896621322,-0.11537622955859228,-36.12995117297058,4,4,0,50.0,0.0,50.0,0.0,-1.3022758306404145,4,2,0,2,0,0,0,COLLECTING
2026-07-27T01:08:47+00:00,PORTFOLIO,EVO_CAND_SHADOW_1H_FAST_V3_CAP75_V1_TP_R200_86882aa9,BE_A030,BREAKEVEN,8,8,0,3.213968065980908,-7.564036924997378,-10.778004990978285,-0.5121415303276132,-86.22403992782628,3,4,1,37.5,0.0,50.0,0.0,-7.564036924997378,3,2,0,2,0,0,0,COLLECTING
2026-07-27T01:08:47+00:00,PORTFOLIO,EVO_CAND_SHADOW_1H_FAST_V3_CAP75_V1_TP_R200_86882aa9,BE_A040,BREAKEVEN,8,8,0,3.213968065980908,-7.490588047088074,-10.704556113068982,-0.5121415303276132,-85.63644890455186,3,4,1,37.5,0.0,50.0,0.0,-7.490588047088074,3,2,0,2,0,0,0,COLLECTING
2026-07-27T01:08:47+00:00,PORTFOLIO,EVO_CAND_SHADOW_1H_FAST_V3_CAP75_V1_TP_R200_86882aa9,BE_A050,BREAKEVEN,8,8,0,3.213968065980908,-7.490588047088074,-10.704556113068982,-0.5121415303276132,-85.63644890455186,3,4,1,37.5,0.0,50.0,0.0,-7.490588047088074,3,2,0,2,0,0,0,COLLECTING
2026-07-27T01:08:47+00:00,PORTFOLIO,EVO_CAND_SHADOW_1H_FAST_V3_CAP75_V1_TP_R200_86882aa9,BE_A060,BREAKEVEN,7,7,0,-10.267134134661307,-8.38008687113735,1.8870472635239568,0.0,13.209330844667697,2,3,2,28.57142857142857,0.0,42.857142857142854,0.0,-8.38008687113735,2,1,0,2,0,0,0,COLLECTING
2026-07-27T01:08:47+00:00,PORTFOLIO,EVO_CAND_SHADOW_1H_FAST_V3_CAP75_V1_TP_R200_86882aa9,BE_A075,BREAKEVEN,7,7,0,-10.267134134661307,-8.38008687113735,1.8870472635239568,0.0,13.209330844667697,2,3,2,28.57142857142857,0.0,42.857142857142854,0.0,-8.38008687113735,2,1,0,2,0,0,0,COLLECTING
2026-07-27T01:08:47+00:00,PORTFOLIO,EVO_CAND_SHADOW_1H_FAST_V3_CAP75_V1_TP_R200_86882aa9,BE_A100,BREAKEVEN,6,6,0,-12.138359759359004,-9.766090775138515,2.372268984220487,0.0,14.233613905322922,2,2,2,33.33333333333333,0.0,33.33333333333333,0.0,-9.766090775138515,2,0,0,2,0,0,0,COLLECTING
2026-07-27T01:08:47+00:00,PORTFOLIO,EVO_CAND_SHADOW_1H_FAST_V3_CAP75_V1_TP_R200_86882aa9,BE_A125,BREAKEVEN,6,6,0,-12.138359759359004,-9.766090775138515,2.372268984220487,0.0,14.233613905322922,2,2,2,33.33333333333333,0.0,33.33333333333333,0.0,-9.766090775138515,2,0,0,2,0,0,0,COLLECTING
2026-07-27T01:08:47+00:00,PORTFOLIO,EVO_CAND_SHADOW_1H_FAST_V3_CAP75_V1_TP_R200_86882aa9,BE_R040,BREAKEVEN,8,8,0,3.213968065980908,-7.490588047088074,-10.704556113068982,-0.5121415303276132,-85.63644890455186,3,4,1,37.5,0.0,50.0,0.0,-7.490588047088074,3,2,0,2,0,0,0,COLLECTING
2026-07-27T01:08:47+00:00,PORTFOLIO,EVO_CAND_SHADOW_1H_FAST_V3_CAP75_V1_TP_R200_86882aa9,BE_R050,BREAKEVEN,8,8,0,3.213968065980908,-7.490588047088074,-10.704556113068982,-0.5121415303276132,-85.63644890455186,3,4,1,37.5,0.0,50.0,0.0,-7.490588047088074,3,2,0,2,0,0,0,COLLECTING
