generated_utc,system,profile,paper_portfolio,action,dimension,value,events,win_rate_pct,profit_factor,expectancy,baseline_expectancy,delta_expectancy,metric_unit,confidence
2026-08-09T03:22:41+00:00,MAIN_PAPER_RESEARCH,EVO_CAND_SHADOW_1H_FAST_V3_NOHIGH_V1_TP_R200_8346046b,,RIDURRE / ESCLUDERE IN CHALLENGER,Regime entrata,ALT_ROTATION_DOWN,24,8.333333333333332,0.13984237472830877,-0.6711027886736081,-0.1869125240154477,-0.4841902646581604,R,ALTA
2026-08-09T03:22:41+00:00,MAIN_PAPER_RESEARCH,EVO_CAND_SHADOW_1H_FAST_V3_NOHIGH_V1_TP_R200_8346046b,,PREFERIRE IN CHALLENGER,Volatilità entrata,LOW,16,56.25,1.9372465597802555,0.4237483320883603,-0.1869125240154477,0.610660856103808,R,MEDIA
2026-08-09T03:22:41+00:00,MAIN_PAPER_RESEARCH,EVO_CAND_SHADOW_1H_FAST_V3_NOHIGH_V1_TP_R250_c467005a,,RIDURRE / ESCLUDERE IN CHALLENGER,Asset,ZEC,13,7.6923076923076925,0.01693315142723773,-0.6913956981304904,-0.2834372900504963,-0.4079584080799941,R,MEDIA
2026-08-09T03:22:41+00:00,MAIN_PAPER_RESEARCH,EVO_CAND_SHADOW_1H_FAST_V3_NOHIGH_V1_TP_R250_c467005a,,RIDURRE / ESCLUDERE IN CHALLENGER,Asset,HYPE,14,21.428571428571427,0.2009200324750325,-0.4603133261894873,-0.2834372900504963,-0.176876036138991,R,MEDIA
2026-08-09T03:22:41+00:00,MAIN_PAPER_RESEARCH,EVO_CAND_SHADOW_1H_FAST_V3_NOHIGH_V1_TP_R250_c467005a,,RIDURRE / ESCLUDERE IN CHALLENGER,Asset,DOGE,8,12.5,0.06668677434531,-0.6980219544614087,-0.2834372900504963,-0.4145846644109124,R,MEDIA
2026-08-09T03:22:41+00:00,MAIN_PAPER_RESEARCH,EVO_CAND_SHADOW_1H_FAST_V3_NOHIGH_V1_TP_R250_c467005a,,RIDURRE / ESCLUDERE IN CHALLENGER,Asset,BLESS,17,11.76470588235294,0.269480171103013,-0.43861735743091995,-0.2834372900504963,-0.15518006738042367,R,MEDIA
2026-08-09T03:22:41+00:00,MAIN_PAPER_RESEARCH,EVO_CAND_SHADOW_1H_FAST_V3_NOHIGH_V1_TP_R250_c467005a,,PREFERIRE IN CHALLENGER,Asset,TUT,9,55.55555555555556,1.5668151231038678,0.2560357604018883,-0.2834372900504963,0.5394730504523846,R,MEDIA
2026-08-09T03:22:41+00:00,MAIN_PAPER_RESEARCH,EVO_CAND_SHADOW_1H_FAST_V3_NOHIGH_V1_TP_R250_c467005a,,RIDURRE / ESCLUDERE IN CHALLENGER,Lato,SHORT,81,17.28395061728395,0.27849174447138164,-0.4582734872699532,-0.2834372900504963,-0.17483619721945692,R,ALTA
2026-08-09T03:22:41+00:00,MAIN_PAPER_RESEARCH,EVO_CAND_SHADOW_1H_FAST_V3_NOHIGH_V1_TP_R250_c467005a,,RIDURRE / ESCLUDERE IN CHALLENGER,Regime entrata,ALT_ROTATION_DOWN,24,8.333333333333332,0.08585873870375786,-0.7132213116215084,-0.2834372900504963,-0.4297840215710121,R,ALTA
2026-08-09T03:22:41+00:00,MAIN_PAPER_RESEARCH,EVO_CAND_SHADOW_1H_FAST_V3_NO_ESPORTS_LONG_ONL_TP_R200_7bbb9481,,PREFERIRE IN CHALLENGER,Asset,COTI,8,50.0,3.1575606819580035,0.5540512834930751,-0.10240750099532905,0.6564587844884041,R,MEDIA
